comment_text,toxic
There! I fixed your references and tidied up the article. Please check to make sure I didn't make any mistakes in what the article says. It is probably ready for submission now.,0
"""
      

Two things: First, tell me exactly where you have your mail delivered to if you live in """"Short Pump"""". Second, you're an idiot.""",1
"Go for it, dipshit.  You're just another islamo/christian terroist.  Fuck off already!  get the fuck out of my coutnry!  Move to fucking Pakistian!",1
I think your cock needs protecting,1
"""

 What? 

The name of this watercourse is """"Big Silver Creek"""".  In which case, why are we calling it """"Silver River""""?  Explain that to me.""",0
"Don't worry about this TheJPS broad... she is a total numbskull. TheJPS is an extreme left wing editor that uses Wikipedia to bully people with different political beliefs than her own. Also, TheJPS has a small group of left-wing extremist administrators that have all NOMINATED each other and just go around locking pages, deleting articles written by people that have gotten the better of them and an all around rampage of feminine rage! It's good that The JPS has found a place where she can vent, but it's a shame that she loses control. If you see the ' 3RR PROBLEM' section on this page you can see THE JPS having the stuffing beat out of her in a sensible debate... what did THE JPS do? she chased down articles I had ammended, created and edited and deleted them and whatever else she could think of. Not a very nice person. Certainly not very bright. Probably educated in Scotland or Ghana. Oh well. My guess is that she will get hers. Och thy incest lassie!

REPMART",1
"Bro, why do u always suspect me? r u frustrated?",1
"Broadway Revival 

Why is there no mention of the revival on b'way right now? 74.89.58.36",0
"Please stop. If you continue to vandalize pages, as you did to Kanye West, you will be blocked from editing Wikipedia.   ()(Talk)",0
"""

Oligarch Tymoshenko and other politics-related articles

Alex, welcome back. I hope you won't get yourself blocked again.

Back to our business, have you seen that """"Oligarchs..."""" tag at the bottom of Yuliya Tymoshenko? What's your opinion as a politics scholar? I mean she IS influencing society and politics like oligarchs do. But I can't say she is a businesswoman now (at least publicly). Can we categorize former tycoon as an actual """"oligarch""""? By the way, many other UA-politics articles need your expert corrections and updates. For instance, Tomenko is Vice Speaker now. Cheers,  """,0
Bletch just reverted the article.,0
"""

Different, but related.  Anal-oral contact could mean just about anything, plus since there is a technical term available, that's what we should be using.  If """"ass to mouth"""" is the only reason why we're using """"Anal-oral contact"""" instead of """"Anilingus"""" I think it's a poor reason.  I could as easily claim that """"Fellatio"""" should be moved to """"Genital-oral contact"""" because some people like to like their partners' balls.   18:52, Nov 20, 2004 (UTC)""",0
"Let's Work Together
I would be happy to work with you, if you would stop reverting better written material with references simply to keep your own writing.",0
"racist gringo 

What did I told you to stop reverting my edits on the carrington family page? because i'm part mexican, doesn't mean you're a racist! 58.178.105.125  

180px",1
"""
Personally, glad Lynn Margulis is fucking dead.  What a waste of real intelligence.  As for being a notorious evolutionary biologist, sure, why not.  But is this article a list of evolutionary biologists?  It shouldn't be.  But if it is, there is no more famous evolutionary biologist today than Dawkins.  You say evolution, anyone would say Dawkins (right after Darwin). Talk• Contributions """,1
"Still not blocked ( 

Hey you American asshole I am stil not blocked. Please do something and block me and all my socks. 91.0.59.213",1
"I'm so glad I have your approval.  07:25, 24 Feb 2004 (UTC)",0
"How rude 

Seriously? My sillypeppymacspeed page was necessary and I don't fucking appreciate you flagging it.
Meet me face to face in Detroit and we'll settle this out. Come on homeboy, come fite me. I'm a real gangster.
i bet ur trap cat",1
. Fu ck ing trollreasons,1
"I want to meet you one day and stab you to death, and will never stop laughing as I watch you die bleeding heavily until you finally succumb.",1
Richard is a gay dancing HOBO>HOBO>HOBO!,1
You racist hillbille pig!  You don't like what others have to say so you delete their posts and block us while you continue to rant and rave your racist sermon.  Shame on you!,1
Well then the article should explain that there is no time before t=0 because the way the article reads hints that there possibly is no explanation when its clearly understood.,0
Above message copied over to Phr's talk page.,0
"""

 Re: 

Oops, sorry about that flub - it looks like I have multiple threads titled """"718 Bot"""" on my talkpage. Anyway, I was responding to an inquiry from you about being wrongly bothered by bot messages when a fairuse image you upload is converted to PNG - I agree that this shouldn't happen. This was my reply -  """"I can definitely work something out with Carnildo. I was under the impression that  was the only bot that tagged orphaned fairuse images, and I've already made arrangements with its owner to not bother people about images converted to PNG. Thanks for the heads-up!"""" — east718 | talk | """,0
likes it up the butt,1
ARE IGNORANT PENDEJO IS 185 IS NAME IS CONFIRMED OK,1
"So now we r toast 

ha ha so were toast r we mmmm... no were not and we will make free toast pages untill they will stay there! you make me sick you evil person",1
"Dumb Liberals 

Liberals suck.  I will beat you at tanks anytime you swastika wearing freak.  Sieg Heil.",1
"WHO CARES ABOUT A BUNCH OF DIRTY MONKEYS FROM HAITI. MONCRIEF, WHAT ARE YOU A JEW?.",1
"Links/Self-Promotion 

Why do we allow a vandal to use a userpage as a mechanism for promoting his own sites? Jason Gastrich has violated almost every Wikipedia policy in his short time here, and just like WoW or The Communism Vandal, does not deserve the benefit of a userpage. Can an admin please blank his page, or at least remove those links to his sites and products?",0
"I think (obviously), if an edit is in bad taste and came from an IP, it obviously needs to be blocked.",0
I had to use my special powers now DS yes I am an Admin ins disguise now please ride out the block 109.145.226.227,0
"wikipedia tells u fucking false stuff,im gonna leave wikipedia now and you suck bitch and there is no such thing as fucking tko u bitch,im leaving",1
"Did you see that I crossed it out? Typical selective use of facts, you lying filth.",1
"Discussion at  Talk:Contemporary Paganism#Moved without discussion
 You are invited to join the discussion at Talk:Contemporary Paganism#Moved without discussion.  —''''''",0
"Think links you added to the current events portal are non-contextual Please review Wikipedia:How_the_Current_events_page_works#The_context_is_not_the_geographical_location and the following paragraph on subject. The articles crane, and locations in New York are not specific to the event. Lemmey  talk",0
"""

 OSS Logo deletion
Can I ask why you believe these """"OSS Society"""" guys? What have they provided you by way of evidence that they own the copyright to that image, beyong having it on their own website? That logo was taken directly from CIA.gov, which clearly states that everything there is in the public domain, unless it is otherwise marked with a copyright notice. I ever took a screenshot to prove this [http://commons.wikimedia.org/wiki/File:CIAscreenshot.JP, and as you can see, CIA.gov presents this as their image, without a copyright notice to """"OSS Society"""" or anyone else. This OSS Society probaqbly want to keep the logo off of Wikipedia because they use it on books and videos which they market """"for profit"""". However, I believe their claim of copyright is fraudulent.   """,0
"""

 Spelling 

 I think you misspelled """"Teh"""".    """,0
IT IS OBVIOUS YOU DO NOT GIVE A CRAP ABOUT ACTUALLY HAVING A NEUTRAL ENCYCLOPEDIA OR BOTHERING TO CHECK THE FUCKING SOURCES.,1
"""

 reference to """"the smiths"""" in some film 

does anyone know the name of the film were the smiths are mentioned...

the film is about guys from some american university were they try to kill there roommate because they know that they will get an automatic high score in their final grade, because thats what you get when your room mate """"dies"""". Thye put some articles in his room including a smiths album because they think it will make him come across as a depressed teen who commited suicide...name?""",0
"Glad I could help spur the edit war there. P.S.: How's that block going? - Sincerely, you know who. Oh wait, no you don't.",0
and in the program on last night Crime Museum: The Blackout Ripper he is called a serial killer not only by experts but by the police who catched him !!!! so get your facts right you retards,1
""", 16 September 2013 (UTC)
I have submitted an unblock request. In your post on 15 Sept above you say """"note that sockpuppetry is only part of the problem, you still need to address the other issues"""" - what other issues are you talking about? The edit war? I will avoid edit war, but I will resume discussion on the article on yoga with a view to make it more accurate once the block has been lifted. I am far from convinced that that article has all the relevant information properly represented.   18:53""",0
"Demonte Morton 

U bastard stop deletin' my shit u white trash cracker muthafucker. Fuck u u racist bitch. I hope u die.",1
He's a baldjo faggot.,1
"""

 Homopedia 

Let's see, it's called """"jamming"""", <- how appropriate. Professional, mentally defective homo spamsters generate silly, irrelevant connections to any and every publicly known entity, then proceed to use them as cites to spam the homo agenda into otherwise generic pages. Anyone who objects to their political agenda and deletes their stupid spam gets accused of """"vandalism"""" and the pc admins, who are probably homos themselves, go along with it. So, some homo deliberately generates an article somewhere about how homos consider Donald Duck a homo """"icon"""", then spam their links into a Donald Duck page so some 8 year old can get a dose of their homo proclivities. Way to go. Just rename this entire operation HomoPedia. What's next, homo porn pages as """"art""""?""",1
"continued discussion 

Your new edit made it seem like demographic effects were only on early settlers.  We're concerned with demographic effects throughout.",0
"Coward 

Just like a Bangladeshi. Couldn't even give me a response, could you?

I tried being polite, didn't I? I tried being civil. But you people are all the same.

I'm in Bangladesh now, you know. As I said. Dacca, to be precise. And you've been awfully free with information about yourself.

You wouldn't want anything to happen to your filthy Bangladeshi family, would you, bucko?

Answer me like a man, or American justice is gonna get real over here. Or don't you want to admit that you're just leeching off of the goodwill of the land of the free and the home of the brave?",1
"I am going to kill you  

i am going to get a gun and blow your head off you stupid retard",1
long story short. He thinks you are bullying him. - woof,0
i live with my mom and im a gay fag that lives in england,1
"How civil is this - who the fuck do you think you are to but in on a conversation between old friends, you cunt.",1
"""

Oh, so sad! Why you always remind of me? Uh? This time I remind you serious, you said on this page you are retired and inactive. But why you always so active to my proper modification? You ever told me do learn in English. Yeah, your English, """"retired"""" means also """"set block to me"""", """"inactive"""" means """"very active"""", I could never understand what kind of English like this. OK, I forget ask that what kind of English you speak? Anyhow time I warn you that you could make report or discuss to remove me and block my IPs, just for I retain the consistency about the date format. OK, do please! Best regards,   """,0
", 15 August 2012 (UTC)
Not many people participate in hockey articles sadly. I just make sure everyone who participated this year gets his/her article.   20:42",0
"WTF is with this place? nazi land? geezus what, everything has to be peer reviewed? Do your own god damn research, it's fact, this isn't speculation. DO NOT remove it again",1
"F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me",1
"Autobiography 

Hello, and Welcome to Wikipedia! Based on your username and all edits, it appears that you either are, or have some relationship to, the subject of the article Bob McDill. I strongly recommend that you read Wikipedia's policy on autobiography. Thanks and have a great day! -",0
"The site is obviously not encyclopedic (which, judging by what I see here means that its not useless and constantly vandalized) but neither is gamespot, and no third party news source or whatever talks about THEIR review, yet you still feel the need to mention that.",0
"""

is it so that """"reliable sources"""" only mean American Media ???????, Indian news papers call Masood azhar as terrorist too, he is responsible for killind hundreds of hindus and indian soldiers, do you mean that life of a hindi is less valuable than that of a jewish or christian person ????   """,1
"""

 Please do not vandalize pages, as you did with this edit to Jonathan Groff. If you continue to do so, you will be blocked from editing.    """,0
"Yopie 

Yopie is very known czech phanatic idiot, he confused Czechia and Chechnya for example. Fuck him!",1
", 7 January 2007 (UTC)
 Oppose - for same reasons as Beardo - Operational status changes should not affect WP naming, and if they do we have got our naming standards wrong.   17:14",0
"""

Hey listen don't you ever!!!! Delete my edits ever again I'm annoyed because the WWE 2K15 a few of the roster have been confirmed and your stupid ass deletes what I write. just stop!!!! Please STOP!!!! You don't work 2k or WWE games so stop deleting other peoples shit if I get it wrong or others get it wrong let them they will get the hang of it eventually but don't stick your most ass in their and I'm gonna delete the """"please do not insert the roster"""" shit how do you not have it if has been confirmed!!!!! God your stupid.""",1
">Expected by whom?
 Sir Issaac Newton and the Law of Gravity wherein a bleeding heart opened by a 6mm plus diameter hole bleeds blood down onto the shooter below him (who claimed Martin was over him when he shot him). If this didn't happen then the shooter is lying about what happened.  This descrepancy should be pointed out in this article in order to appear to be neutral about the matter reporting wise.  [What's also missing is a photograph of Trayvon martin's chest and shirt and amount of bloodletting - which should have been released as well.  Where is it SPD / Coroner's office ???]   (Also, who said anything about 'tv special effects'?  Try and answer to what I wrote rather than respondong to your vivid imaginings.  You'll be way more credible).  Your argument that a 9mm wound had zero chance of bleeding at all is incredible but thanks for trying desparately to nonsensically support Zimmerman.",0
"What the F son? 

Here I am trying to educate the internet at large and you come along acting like there's sand trapped in your vagina??

You've got some nerve buddy

Love and hugs

xx",1
. People are intrested in youth football,0
"It appears you are mistaken Fred. The edits deleted the information entirely, and as other articles here on Wikipedia that are not edited contained the information. It appears that you all are opposed to the truth, which is against the principles of Wikipedia. The Nazis would be proud.",1
"No Such User's Opinion 
Not sure if you're able to comprehend, but here are few facts to consider
Serbia was not a country during Selimović's life. Neither was Bosnia and Herzegovina. Yugoslavia was.
He was a partisan and a communist, and has fought for Yugoslav union in WW2 and thereafter
Selimović's declaration letter came in 1976, when he was 66, and it came as a result of conflicts and harrasment he had in Sarajevo
Serbian language is just a standardized variety of Serbo-Croatian, which is a linguistic unit. 
Statements on trial of Slobodan Milošević are not a relevant, reliable source for wikipedia. Biographies by relevant, nuanced biographers, such as Hayden  or Crnković  are.
Do you really think you're the first editor who came here to demand that we coy to requests for his uniquely Serbian / Bosniak nationality (cross the unnecessary) spoken in angry rants? The archives are full just of that nationalist crap. More sane and neutral editors, where I unhumbly count myself, reached a tacit agreement to go for outside sources, downplay his ethnicity crap, and tell the bullies like yourself to fuck off.",1
Phil's homosexuality was cited three times. ?????149.254.192.195,1
"Morrison mentioned Clinton had at least five personal background characteristics of an black person, which is a lot more than just saying how that the essay was only deploring to just the way Clinton was being treated by the hands of Congress during the Lewinsky Scandal.",0
"Hey 

go fuck yourself. Why don't you go edit my talk page to show how offended you are.",1
"Hey guess what.  Not that I told anyone this yet but Larry Sanger sucked my c*****shhh during carnival in Rio back in '03 and I nutted in his mouth so basically I get to do whatever I want on Wikipedia for life.  Sucks for you eh?    

Hey I figure it was worth it, for future generations of Wikipedians that might not realise how fucking cool this project was before people like you got involved in the meddling.  Sometimes, you just gotta sit back, do some cocaine, and just get your penis sucked, first come first serve eh?",1
I think we should add some tags and get rid of some of the crap.,1
"60 years 

it says haywirs prison sentence is for 60 years, i know this is true but how old was he when he went to prison, how old when he killed his parents?",1
never touch my edits again you douche bag,1
"Then, Yunshi ..Can i put my cock in your ass? 14.97.180.58",1
"doing it anonymously, which is especially cowardly",0
"""

 Get a life 

Listen you moron, You are the one who needs to be blocked for """"Disruptive editing"""".  Who the hell do you think you are, ruining my article??? I wrote that article, I am the custodian.  Get a life and a new hobby.  Clearly you seem to be irritating everyone here in wikipedia by the looks of it.  Now get lost and stop harassing my article.""",0
"""

While the """"circle notation"""" for benzene is popular in high school teaching, I have never seen a higher-level organic chemistry textbook that uses it, or met a practicing chemist who uses it. The """"Kekule notation"""" seems to be much more popular among chemists. It is overwhelmingly used in all the major chemistry journals I know, whether published by the ACS, the RCS, Elsevier, or Wiley. In my opinion, the reason is that once you go beyond benzene and start to look at heterocycles, polycyclic aromatic molecules, reactive intermediates, and reaction mechanisms, the Kekule notation makes electron counting and """"electron pushing"""" much more straightforward. The circle notation only seems to be common for some organometallic compounds such as ferrocene and some aromatic ions such as the cyclopentadienyl anion and the tropylium cation.   """,0
"It is called the English Channel in the UK and La Manche in France. It has two names. Likewise, Iranians refer to the Persian Gulf and Arabs refer to the Arabian Gulf. That's the truth of the matter.",0
"man, fuck you! you know me, you anti-semitic fucktard!!!!!!!  Jesus of Suberbia",1
"Faggot 

Fuck you bitch you're a faggot",1
Quite clearly taking the piss you cretin.,1
"""

 Please do not vandalize pages, as you did with this edit to Moriah. If you continue to do so, you will be blocked from editing.   (talk) """,0
Thats one dickhead ive got two infact you just type in surname meanings on google. try it if your not to much of a retard!,1
"""
Aminz, moving the article specifically will not really clear the misconception. People who don't want to believe the figures are the same will always do that. But in Wikipedia, we can use the actual name for Isa as the Islamic figure that exists in his own importance. It doesn't mean that if a figure also exists in Christianity too that this figure becomes only an article based on the perspective. Isa in his own self can have an article just like Yeahua and Jesu that do exist. It's not simply one perspective of that same person, it's a different belief and the entire reason why the articles is here in the first place. It isn't simply a fact that because a figure exists in two religions that we can not have the real name of the figure being used as the name. It's not something as little as the English language translation, which like I said is not a good argument since we have many articles named on figures in other languages. Just about all the biography articles are that way. a.n.o.n.y.m   t """,0
"It can be mentioned only as an example where the examples of pseudoscience have been pointed. Now as it is just a view of a person, see Wikipedia:No original research#Neutral point of view, third point.",0
I hope to God your kids are trapped inside burning cars.,1
Fuck off you Paki bastard. Take your sad pathetic life somewhere else!,1
IM A FUCKING ASSHOLE!!,1
grow up.''' Kind regards,1
"User:NHRHS2010 is a homo like mitt romney is. 
User:NHRHS2010 is a homo like mitt romney is.
 User:NHRHS2010 is a homo like mitt romney is. 
User:NHRHS2010 is a homo like mitt romney is.
 User:NHRHS2010 is a homo like mitt romney is. 
User:NHRHS2010 is a homo like mitt romney is.
 User:NHRHS2010 is a homo like mitt romney is. 
User:NHRHS2010 is a homo like mitt romney is.
 User:NHRHS2010 is a homo like mitt romney is. 
User:NHRHS2010 is a homo like mitt romney is.
 User:NHRHS2010 is a homo like mitt romney is. 
User:NHRHS2010 is a homo like mitt romney is.
 User:NHRHS2010 is a homo like mitt romney is. 
User:NHRHS2010 is a homo like mitt romney is.
 User:NHRHS2010 is a homo like mitt romney is. 
User:NHRHS2010 is a homo like mitt romney is.
 User:NHRHS2010 is a homo like mitt romney is. 
User:NHRHS2010 is a homo like mitt romney is.
 User:NHRHS2010 is a homo like mitt romney is. 
User:NHRHS2010 is a homo like mitt romney is.
 User:NHRHS2010 is a homo like mitt romney is. 
User:NHRHS2010 is a homo like mitt romney is.
 User:NHRHS2010 is a homo like mitt romney is. 
User:NHRHS2010 is a homo like mitt romney is.
 User:NHRHS2010 is a homo like mitt romney is. 
User:NHRHS2010 is a homo like mitt romney is.
 User:NHRHS2010 is a homo like mitt romney is. 
User:NHRHS2010 is a homo like mitt romney is.
 User:NHRHS2010 is a homo like mitt romney is. 
User:NHRHS2010 is a homo like mitt romney is.
 User:NHRHS2010 is a homo like mitt romney is. 
User:NHRHS2010 is a homo like mitt romney is.
 User:NHRHS2010 is a homo like mitt romney is. 
User:NHRHS2010 is a homo like mitt romney is.
 User:NHRHS2010 is a homo like mitt romney is. 
User:NHRHS2010 is a homo like mitt romney is.
 User:NHRHS2010 is a homo like mitt romney is. 
User:NHRHS2010 is a homo like mitt romney is.
 User:NHRHS2010 is a homo like mitt romney is. 
User:NHRHS2010 is a homo like mitt romney is.
 User:NHRHS2010 is a homo like mitt romney is. 
User:NHRHS2010 is a homo like mitt romney is.
 User:NHRHS2010 is a homo like mitt romney is. 
User:NHRHS2010 is a homo like mitt romney is.
 User:NHRHS2010 is a homo like mitt romney is. 
User:NHRHS2010 is a homo like mitt romney is.
 User:NHRHS2010 is a homo like mitt romney is. 
User:NHRHS2010 is a homo like mitt romney is.
 User:NHRHS2010 is a homo like mitt romney is. 
User:NHRHS2010 is a homo like mitt romney is.
 User:NHRHS2010 is a homo like mitt romney is. 
User:NHRHS2010 is a homo like mitt romney is.
 User:NHRHS2010 is a homo like mitt romney is. 
User:NHRHS2010 is a homo like mitt romney is.
 User:NHRHS2010 is a homo like mitt romney is. 
User:NHRHS2010 is a homo like mitt romney is.
 User:NHRHS2010 is a homo like mitt romney is. 
User:NHRHS2010 is a homo like mitt romney is.
 User:NHRHS2010 is a homo like mitt romney is. 
User:NHRHS2010 is a homo like mitt romney is.
 User:NHRHS2010 is a homo like mitt romney is. 
User:NHRHS2010 is a homo like mitt romney is.
 User:NHRHS2010 is a homo like mitt romney is. 
User:NHRHS2010 is a homo like mitt romney is.
 User:NHRHS2010 is a homo like mitt romney is. 
User:NHRHS2010 is a homo like mitt romney is.
 User:NHRHS2010 is a homo like mitt romney is. 
User:NHRHS2010 is a homo like mitt romney is.
 User:NHRHS2010 is a homo like mitt romney is. 
User:NHRHS2010 is a homo like mitt romney is.
 User:NHRHS2010 is a homo like mitt romney is. 
User:NHRHS2010 is a homo like mitt romney is.
 User:NHRHS2010 is a homo like mitt romney is. 
User:NHRHS2010 is a homo like mitt romney is.
 User:NHRHS2010 is a homo like mitt romney is. 
User:NHRHS2010 is a homo like mitt romney is.
 User:NHRHS2010 is a homo like mitt romney is. 
User:NHRHS2010 is a homo like mitt romney is.
 User:NHRHS2010 is a homo like mitt romney is. 
User:NHRHS2010 is a homo like mitt romney is.
 User:NHRHS2010 is a homo like mitt romney is. 
User:NHRHS2010 is a homo like mitt romney is.
 User:NHRHS2010 is a homo like mitt romney is. 
User:NHRHS2010 is a homo like mitt romney is.
== User:NHRHS2010 is a homo like",1
"""

 Frederic Bourdin. 

Hey Jimbo,
Your Bbb23 did not step back, instead he asked a friend Admin. calling him to help him with this matter against me. 
You have a open door policy right and when I came nicely explaining what the problem was and that I would be very happy to end it even though I did not feel it was fair it seemed to me that you really wanted to help. But I got blocked again and again for nothing. Let say I'm not very happy about that because it's obvious to me that the bad guys are winning. You know I can't be blocked for long though since I'm a pretty good brain with computers, that's not why I'm mad. I'm mad because you lied to me. All the people involved against me here are biaised so of cpurse unfair. And I won't let it go and no matter what I will have to do I shall do it. Your actions have been unfair and unwarranted. And even the """"great"""" Jimbo is not going to stand up for some fairness. We'll see then. Good night !37.8.170.180  """,0
"the existing article implies a brief interlude, while the full list presents a different reality",0
"going to have to agree with the first guy this is totally non neutral, and please if your argument is that other sites are non neutral too, then they should be changed as well   (temple student)",0
"real world, so take their frustrations out in cyber space like weak little girls",1
"""AWT comment! Meow!

Ever thought about """"Soviet Jews"""" phenomenum? Many Jews, who documentally were stated as Russians, Ukrainians, Belarusians, esc. were of Jewish origin, just mentioned in docs as Slavics to escape Soviet-anti-Semitic persecutions... Real Russian people were killed only as """"rivals"""", because of _war_ and not the _holocaust_!

P.S. For homosexuals killing, mentioned above - I would have killed them all if had a chance! Really, killing homosexuals is not a sin, according to Bible. AND, homosexuality was widely spread in 20'th century Germany, so i doubt they were really persecuted... Hitler stated himself that that were Jews', who dont'let Germany win the First War, and all other casaulties were mostly accidental... And, of course Soviets, who protected their counry agains the invaders were regular victims of WAR, not the HOLOCAUST itself.

 2006-January-27

""",1
"""

 has offended me repeatedly'''
I attempted to reach a consensus with , but he ridiculed me: 
""""and much less """"CNN talks about it"""". Oooooh, I'm impressed! ) What kind of an argument is that, """"CNN talks about it""""? hahahahahah""""

Someone who makes this kind of comment doesn't want consensus, he wants to shove his view down everyone's thoats.

 has also offended and ridiculed me other times:
""""Are you mentally challenged?""""
""""Now go watch the fireworks in Copacabana and stop crying, Mr Carioca. )""""
""""Man, you really are a nut job! """"
""""Get a life, carioca""""
""""EconomistBR is the one who is being intolerant""""

All I want is to talk with him about this and him to appologize for those uncalled for offenses""",0
Ima rude son of a bitch too because I have a period remember im gay...,1
{{Unblock|Unblock or I'll kill you.,1
"""
This list is not an inclusive one and many people on in do not meet the specific criteria set out in the lead. These 2 golfers have done nothing oustanding, i.e. they have not finished in the top 3 of a major international tournament or even close to it. bigissue """,0
"""

 Seriously- find the """"flattery"""" in what I posted- I doubt you can. Oh but sorry if I offened you, but maybe you should keep your diaper out of other people's stuff. - and since you're so great why don't you run for president?""",1
"Lostprophets is a FUCKING NU METAL BAND BITCH
Lostprophets is a FUCKING NU METAL BAND BITCH. ANSWEAR ME BITCH.",1
"The Verge seems to be creating a lot of links by basically introducing their editorial comments into around 1,000+ articles. Is this really valid?",0
Bla bla bla....suck it Irishguy =),1
"Just because you enjoy sucking an occasional nigger dick, doesnt mean the rest of society does!",1
"""

Near the end the section is found... 
""""The last of these three, No. 13, KV. 415, is an ambitious, perhaps even overambitious work, that introduces the first, military theme in a canon in an impressive orchestral opening: the last movement is considered to be the best.""""""""

Isn't that a very clumsy sentence, concluding with a POV statement?   """,0
This user is the child of a whore.,1
"You know what you stupid crap?  I know much more about any of this than you do because your just some cyber pansy sitting behind a damn computer for the whole day trying to pick fights with people.  Go pick up a damn book and learn something useful scumbag, because your just a frickin low life right now.  If your going to be an editor on Wikipedia, you IQ should at least be above 5.  Do me a favor and shuddup, stupid shit.  I edit what I want and do what I want on this website that has so many crappy useless editors, I, a 13 year old, has to go around editing.",1
Suck my cheesy dick ),1
For example was the Expulsion of Germans after World War II?,0
"Are you really that much of an idiot that when the proof is right in front of you, you still won't accept unless Corey says so? Corey doesn't need to say so for it to appear in an article if there's clear definite proof to which Corey even admitted there is. Stop being such an OCD douchebag. Alessandro is the bassist everyone knows he is and it's time he was listed so get over your fallen angel drug addict and let's move on.",1
J Bar and C Fred are having anal sex together.,1
Those words are perfectly acceptable descriptive terms used in the english language.,0
"""

but I make very good edits on articles and am very helpful ARKJEDI10  """,0
Maybe you could have a word with Tryde because it seems a hobby of his to make moves like this. regards,0
"How 

How do you sleep at night, you son of a bitch?",1
"This is a warning notice: On January 10th, 2009 you posted revision 263111948 on Dunbar High School. That revision has been undone. If you attempt to put inappropriate content again on any page. You will be banned from Wikipedia and your Internet Service Provider will be contacted.",0
"""
 Whoever """"this author"""" is you do not make much sense:
 ENCYCLOPEDIC: Wikipedia is supposed to be (and is!) the encyclopedia. It is not a superficial encyclopedia to elementary school pupils. You ideas about """"encyclopedic"""" are really funny. See for example other major technical/scientific articles like Calculus and General relativity. Do you suggest to make them shorter and remove there technical material that you may not understand? By your criteria for """"encyclopedic"""" both Wikipedia and others like Encyclopedia Britannica with probably shrink by at least 50%.
TEXTBOOK - This article is roughly 100K char long. Have you seen any database textbook? I know a few and they are larger in orders of magnitude! Typically hundreds of pages long. So, what are you talking about?  209.144.63.76  """,0
"""

 TYPICAL COMMUNIST CENSORSHIP. WIKIPEDIA SHOULD NOT LET TRANNY PSYCHOPATHS CONTROL THEIR ARTICLES! THESE PEOPLE SHOULD BE LOCKED AWAY IN A NUT HOUSE! 

This is why Wikipedia is a joke and can never be trusted.
It is extremely silly for Wikipedia to label a male transvestite as a """"she."""" It is impossible to change one's sex, you idiotic communist pieces of shit. Science trumps your bizarre fundamentalist socialist religion. Stop enabling people who suffer from gender identity disorder. It is harmful to their health.

I fully expect to be maligned as """"transphobic"""" or some other such nonsense for speaking the truth, because that is a common tactic you people use to silence your critics.""",1
"Oh no! I'll have to refresh my IP address, that'll take a whole 2 minutes. Fags.",1
"Urdu 

Don't be gullible and fall for indian imperalism. You have NO PROOF Urdu is based on hindustani dialect. The ONLY proof you have is that of Indian authors. USE NEUTRAL SOURCES. Any Pakistani with a little bit of common sense would know this. There is NO HINDUSTANI LANGUAGE BRANCH. Try to use your brain.",1
"Instead of having a silly sloppy list of all the terms used to describe this land, does it not make more sense to split that into a NAME section for people who specially want to know them....like in almost every other article in Wikipedia!",0
"""

 Please do not vandalize pages, as you did with this edit to Laurence Fishburne. If you continue to do so, you will be blocked from editing.  (talk) """,0
"Wrong—this is an edit dispute, not vandalism. See Wikipedia:VAND#What is not vandalism.  Luke",0
Please familiarize yourself with WP:NOT. Wikipedia is not a Soapbox to promote your RACIST POV,0
YOU ARE A F-ING DOOSH BAG/COK SUCKER/DICK FACE/HOMO/ASSWIPE/SUCK MY BALLS+DICK,1
"I'm not here to answer your dumb questions or fix your mistakes.

Your actions are completely counterproductive, malicious, hateful, and unhelpful.  Leave Haber alone.  You have nothing to do with anything I've said.  I'd like to flame the hell out of you, but I know you're just a child, so I'll hold back.  Why don't you mind your own business?  Is it because Ben Franklin propagated the phrase and you hate Americans?  Don't be a bigot, guy.  May you reap what you have sown.",1
"""

 You can not convert from AMR to MOA accuracy. 
Yeah! And those who can convert are called morons, like guys from amsaa . Only wikipedia users who didnt read any basics in external ballictics have true knowledge. 

To note, """"converting from AMR to MOA accuracy"""" is sign of ignorance. It is possible to convert from ARM to extreme spread for given group size. AMR or extreme spread you can express in MOA.

 Pages in Russian are not acceptable sources  
Right! All who dont speak English are retarded. For example similar self published work  with less accurate calculations are far more reliable cos it is in English.""",0
